../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;205454;0.071362
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;203328;0.093239
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;198229;0.828286
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;197259;1.57116
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;196777;1.85811
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;195716;1.92227
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;193095;1.92817
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;191333;2.9156
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;190963;3.10645
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;190905;3.58391
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;190372;3.82017
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;190256;4.23093
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;190041;4.4856
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;189546;4.57001
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;189098;4.99964
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;188998;5.59706
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;188067;6.51185
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;187375;6.77128
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;187343;7.48106
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;187235;7.95183
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;186865;8.31769
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;186849;10.8644
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;186822;11.18
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;186292;11.7768
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;186199;12.6241
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;186089;12.9233
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185957;14.7313
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185924;16.3857
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185917;18.7881
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185894;19.5785
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185588;21.1107
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185302;21.5509
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185293;25.5945
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185220;25.8893
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;185188;27.0418
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184686;27.9964
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184588;30.1569
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184556;30.509
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184532;31.7155
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184510;31.887
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184474;31.9877
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184446;32.1213
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184435;32.19
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184363;33.2687
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184357;39.2891
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184346;45.9496
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184329;46.4436
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184136;46.5192
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184120;46.7987
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184114;48.5178
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184062;53.1917
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184046;53.9054
../instances/ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt;0;184040;54.2579
