../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;193715;0.04704
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;187693;0.099268
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;184474;0.124014
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;183480;0.14624
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;182221;0.700053
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;181367;1.29195
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;180870;1.51469
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;180456;1.61726
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;175817;1.79481
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;174941;2.78914
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;174777;2.992
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;174723;3.45306
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;174589;3.52712
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;173862;3.61978
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;173791;3.68577
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;173384;4.25612
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;173143;4.33481
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;170524;4.84412
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;170256;5.71462
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;169998;5.90445
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;169895;6.44915
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;169750;6.59157
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;169415;6.75742
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168865;7.91926
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168845;9.08287
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168734;10.5087
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168602;10.5433
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168565;10.9642
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168271;11.0351
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168240;11.1949
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168197;11.7142
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168121;11.9743
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168067;13.4228
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168027;14.9136
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;168019;17.0257
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167958;17.297
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167920;19.9695
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167850;20.7013
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167766;20.9939
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167690;23.4513
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167674;28.5227
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167659;30.0796
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167647;31.4576
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167618;33.0581
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167548;33.2342
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167490;34.3522
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167463;34.816
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167418;37.4689
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167403;43.0287
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167374;46.1955
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167343;47.0885
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167320;49.6068
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167262;53.8928
../instances/ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt;2;167247;63.87
