
Instance                               Avg. reward  Seed    Time (s)
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            4  440987   360.599
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            5  417219   360.487
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            6  433992   360.317
ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12            7  440422   360.488
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            0  374604   360.348
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            1  337220   360.757
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            2  340030   360.163
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            3  343479   360.612
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            4  339886    360.53
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            5  335042   360.626
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            6  335136   360.473
ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30            7  372096   360.459
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            0  450228   420.826
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            1  457009   420.623
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            2  422860    421.05
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            3  430295   420.978
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            4  435403   420.763
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            5  425518   420.927
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            6  438300    420.91
ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21            7  409582   420.613
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            0  307604    360.41
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            1  347746   360.499
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            2  416209   360.824
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            3  423709   360.834
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            4  271349   360.723
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            5  300694   360.548
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            6  346653   360.855
ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18            7  378061   360.703
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            0  305793    360.82
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            1  304269   360.647
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            2  308765   360.619
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            3  309352   360.699
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            4  345303   360.476
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            5  326099    360.29
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            6  320817   360.634
ORTEC-VRPTW-ASYM-d137e14b-d1-n257-k17            7  312680   360.463
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            0  291033   360.655
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            1  311562   360.391
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            2  295633   360.648
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            3  295885    360.46
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            4  255543   360.278
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            5  301211   360.705
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            6  277355   360.546
ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30            7  263084   360.883
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            0  217851   360.666
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            1  223106   360.546
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            2  217348    360.83
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            3  217218   360.659
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            4  214317   360.865
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            5  232800   360.553
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            6  221384   360.369
ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15            7  221385   360.804
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            0  333279   360.357
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            1  356168   360.638
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            2  364351   360.294
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            3  348001     360.4
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            4  333634   360.836
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            5  357630   360.543
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            6  333470   360.338
ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14            7  366142   360.796
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            0  307126   360.254
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            1  311757   360.504
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            2  306336   360.884
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            3  337813   360.523
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            4  311621   360.449
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            5  332872   360.585
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            6  334956    360.62
ORTEC-VRPTW-ASYM-d57da137-d1-n222-k14            7  321080   360.533
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            0  517429   360.394
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            1  570815   360.494
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            2  580561   360.588
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            3  625484   360.486
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            4  515490   360.326
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            5  572894   360.565
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            6  529018   360.207
ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22            7  583503   360.389
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            0  373973    420.49
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            1  392523    420.72
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            2  387499   420.731
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            3  380367   420.843
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            4  396939   420.485
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            5  388084   420.814
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            6  396095   420.659
ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18            7  381949   420.679
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            0  369307    360.43
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            1  372677   360.318
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            2  361723   360.305
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            3  373410   360.512
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            4  371499   360.364
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            5  378499   360.151
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            6  407188   360.475
ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30            7  395867   360.356
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            0  587275   480.865
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            1  599774   481.123
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            2  576394   480.627
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            3  586233   480.677
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            4  630030   480.996
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            5  595452   481.092
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            6  575320   481.069
ORTEC-VRPTW-ASYM-d8fb9efc-d1-n237-k15            7  576214   480.534
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            0  511674   480.641
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            1  504624   481.053
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            2  529784    481.12
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            3  541514   480.779
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            4  509367   481.158
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            5  505305   481.036
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            6  481623   481.038
ORTEC-VRPTW-ASYM-d98c5742-d1-n204-k15            7  518924   480.867
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            0  338327   300.734
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            1  308456   300.268
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            2  344622   300.817
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            3  334847   300.388
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            4  308997   300.655
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            5  359902   300.487
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            6  305241   300.748
ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16            7  325919   300.586
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            0  364742   360.373
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            1  360042   360.475
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            2  352481   360.565
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            3  350632   360.597
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            4  351649    360.51
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            5  352808   360.615
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            6  344225    360.37
ORTEC-VRPTW-ASYM-da200d12-d1-n317-k17            7  327568    360.33
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            0  476579   360.415
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            1  570760   360.399
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            2  527523   360.503
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            3  501620   360.399
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            4  496770    360.59
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            5  507720   360.452
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            6  509549   360.207
ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23            7  516411   360.679
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            0  447305   360.749
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            1  440038   360.526
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            2  420094    360.65
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            3  421727   360.487
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            4  402715   360.581
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            5  435297   360.617
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            6  430230    360.55
ORTEC-VRPTW-ASYM-db8794fb-d1-n319-k25            7  420039   360.636
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            0  423546   360.926
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            1  438229   360.945
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            2  413578   360.332
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            3  407516   361.072
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            4  419238   360.603
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            5  450301   360.439
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            6  414882   360.623
ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50            7  423850   360.914
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            0  413799   480.708
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            1  435585   480.925
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            2  417560   420.866
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            3  421375   420.951
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            4  395521   480.705
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            5  393572   480.901
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            6  402178   420.745
ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18            7  409334   420.507
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            0  497814   480.723
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            1  484829   480.675
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            2  501125   480.782
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            3  495080   480.762
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            4  428603   481.109
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            5  481712   480.546
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            6  477820   480.933
ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29            7  490630   480.649
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            0  374062   480.933
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            1  394373   481.042
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            2  364116   480.796
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            3  354084   480.626
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            4  367866   480.621
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            5  353806   480.794
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            6  353991   480.641
ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20            7  374953   480.822
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            0  533722   480.596
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            1  538229   480.765
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            2  543596   480.998
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            3  510639   481.077
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            4  514918   480.832
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            5  535936   480.873
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            6  514601   480.972
ORTEC-VRPTW-ASYM-e03a17e0-d1-n406-k21            7  566300   480.929
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            0  352554   481.011
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            1  374880    481.17
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            2  345437   481.146
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            3  340552   480.333
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            4  370961   480.991
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            5  370449   480.525
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            6  373435   481.124
ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27            7  373187    481.07
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            0  372681   359.801
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            1  373877   360.928
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            2  349315   360.436
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            3  367530   360.968
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            4  363019   360.721
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            5  364599   360.583
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            6  369282   360.517
ORTEC-VRPTW-ASYM-e260d9dc-d1-n480-k45            7  371430   360.587
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            0  239010   360.631
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            1  223820   360.406
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            2  230620    360.66
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            3  248110   360.763
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            4  244315   360.769
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            5  235636   360.543
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            6  247393   360.632
ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25            7  241999   360.342
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            0  277763   360.783
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            1  269858   360.653
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            2  281878   360.531
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            3  275446   360.428
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            4  265549   360.283
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            5  278969   360.624
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            6  272500   360.653
ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12            7  269606   360.607
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            0  222688   360.827
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            1  228501   360.959
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            2  242420   360.652
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            3  221806   360.863
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            4  220239   360.733
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            5  228170   360.583
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            6  216489   360.391
ORTEC-VRPTW-ASYM-e3f9f583-d1-n286-k16            7  228997   360.428
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            0  299934   360.411
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            1  303695   360.224
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            2  317601    360.68
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            3  306927   360.426
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            4  335698   360.946
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            5  316588    360.71
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            6  312015   360.636
ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20            7  275026   360.477
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            0  340539   360.722
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            1  326546   360.643
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            2  323425   360.664
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            3  334159   360.842
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            4  326990   360.502
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            5  326055     360.3
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            6  328154   360.546
ORTEC-VRPTW-ASYM-e59eea41-d1-n266-k18            7  307516   360.492
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            0  486544   480.576
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            1  468441   480.806
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            2  469565   481.115
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            3  518519   480.667
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            4  518137   480.854
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            5  493076   480.688
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            6  454262   480.666
ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16            7  483293    480.47
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            0  413140   360.531
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            1  418632   360.409
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            2  398371   361.077
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            3  423666     360.7
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            4  411837   360.517
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            5  405031   360.442
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            6  403310   360.874
ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42            7  428135   360.511
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            0  406058   420.542
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            1  417084   420.923
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            2  397538   420.755
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            3  397613   420.758
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            4  421293    420.97
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            5  419359   420.801
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            6  386695   421.016
ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16            7  403060   420.749
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            0  240570   360.548
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            1  241543   360.777
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            2  249873   360.549
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            3  236660   360.629
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            4  272416   360.564
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            5  248083   360.275
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            6  240371   360.451
ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25            7  238170   360.961
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            0  344611   360.914
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            1  328490   360.643
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            2  318990   361.295
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            3  330869   360.339
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            4  333564   359.893
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            5  349593   360.544
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            6  353273   360.939
ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18            7  326625   360.976
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            0  254658   360.576
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            1  265722   360.191
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            2  290967   360.492
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            3  266314    360.25
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            4  263071   360.379
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            5  274227   360.672
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            6  283025   360.808
ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25            7  272616   360.311
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            0  359875   360.611
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            1  368440   360.623
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            2  359584   360.488
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            3  377782   360.621
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            4  346325   360.585
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            5  364452   360.414
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            6  362010   360.519
ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33            7  366737   360.943
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            0  436266   480.625
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            1  479164    480.33
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            2  470360   480.722
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            3  472530   480.628
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            4  475373   480.528
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            5  463801   480.527
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            6  463855   481.198
ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23            7  453406   480.523
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            0  413744   360.634
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            1  406907   360.532
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            2  439230    360.24
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            3  434578   360.582
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            4  414784   360.451
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            5  431059   360.708
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            6  415208   360.339
ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24            7  432311   360.396
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            0  322684   360.668
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            1  322484   360.765
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            2  317700   360.776
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            3  309896   360.821
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            4  311258   360.338
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            5  313613   360.795
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            6  303945   360.522
ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20            7  314788   360.924
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            0  264830   420.485
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            1  257688   421.147
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            2  257507   420.755
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            3  254622   420.933
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            4  261466   420.822
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            5  262101   420.597
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            6  266820    420.18
ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20            7  251368   420.733
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            0  347571   360.592
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            1  355045   360.562
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            2  361951   360.725
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            3  334957   360.789
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            4  337341   360.379
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            5  359359   360.642
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            6  353825   360.338
ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12            7  343923   360.448
ORTEC-VRPTW-ASYM-efe3fa8e-d1-n346-k25            0  229196   360.535
ORTEC-VRPTW-ASYM-efe3fa8e-d1-n346-k25            1  228580   360.908
ORTEC-VRPTW-ASYM-efe3fa8e-d1-n346-k25            2  223518   360.874
ORTEC-VRPTW-ASYM-efe3fa8e-d1-n346-k25            3  219019   360.749
